Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","169.786","45,14%"
"GALICIA","MULLERES","206.372","54,86%"

"A.S. A CORUÑA E CEE","HOMES","37.533","44,79%"
"A.S. A CORUÑA E CEE","MULLERES","46.268","55,21%"
"A.S. FERROL","HOMES","12.260","44,55%"
"A.S. FERROL","MULLERES","15.261","55,45%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.102","44,66%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.670","55,34%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.452","44,23%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.784","55,77%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.259","45,38%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.179","54,62%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.395","45,78%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.522","54,22%"
"A.S. VIGO","HOMES","38.670","45,91%"
"A.S. VIGO","MULLERES","45.557","54,09%"
"SEN A.S. ASIGNADA","HOMES","115","46,75%"
"SEN A.S. ASIGNADA","MULLERES","131","53,25%"
