Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","173.189","45,24%"
"GALICIA","MULLERES","209.655","54,76%"

"A.S. A CORUÑA E CEE","HOMES","38.464","44,89%"
"A.S. A CORUÑA E CEE","MULLERES","47.228","55,11%"
"A.S. FERROL","HOMES","12.506","44,64%"
"A.S. FERROL","MULLERES","15.509","55,36%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.663","44,88%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.152","55,12%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.882","44,44%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.103","55,56%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.478","45,44%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.386","54,56%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.926","45,93%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.991","54,07%"
"A.S. VIGO","HOMES","39.161","45,9%"
"A.S. VIGO","MULLERES","46.160","54,1%"
"SEN A.S. ASIGNADA","HOMES","109","46,38%"
"SEN A.S. ASIGNADA","MULLERES","126","53,62%"
