Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","73.916","47,47%"
"GALICIA","MULLERES","81.807","52,53%"

"A.S. A CORUÑA E CEE","HOMES","17.366","47,52%"
"A.S. A CORUÑA E CEE","MULLERES","19.175","52,48%"
"A.S. FERROL","HOMES","4.919","46,73%"
"A.S. FERROL","MULLERES","5.607","53,27%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.068","47,5%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","8.916","52,5%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.294","47,02%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.346","52,98%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.606","47,6%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.473","52,4%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.364","47,94%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.255","52,06%"
"A.S. VIGO","HOMES","16.299","47,47%"
"A.S. VIGO","MULLERES","18.035","52,53%"
