Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","48.090","46,35%"
"GALICIA","MULLERES","55.667","53,65%"

"A.S. A CORUÑA E CEE","HOMES","11.462","46,63%"
"A.S. A CORUÑA E CEE","MULLERES","13.121","53,37%"
"A.S. FERROL","HOMES","3.505","45,57%"
"A.S. FERROL","MULLERES","4.186","54,43%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.175","46,44%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.968","53,56%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.968","45,79%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.066","54,21%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.296","46,5%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.093","53,5%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.238","46,98%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.169","53,02%"
"A.S. VIGO","HOMES","9.446","46,06%"
"A.S. VIGO","MULLERES","11.064","53,94%"
