Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","152.142","45,25%"
"GALICIA","MULLERES","184.114","54,75%"

"A.S. A CORUÑA E CEE","HOMES","33.155","45,16%"
"A.S. A CORUÑA E CEE","MULLERES","40.265","54,84%"
"A.S. FERROL","HOMES","10.497","44,74%"
"A.S. FERROL","MULLERES","12.966","55,26%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","16.718","44,3%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","21.023","55,7%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","18.320","44,24%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","23.095","55,76%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","17.580","45,46%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","21.089","54,54%"
"A.S. SANTIAGO E BARBANZA","HOMES","20.186","45,87%"
"A.S. SANTIAGO E BARBANZA","MULLERES","23.821","54,13%"
"A.S. VIGO","HOMES","35.617","46,02%"
"A.S. VIGO","MULLERES","41.786","53,98%"
"SEN A.S. ASIGNADA","HOMES","69","50%"
"SEN A.S. ASIGNADA","MULLERES","69","50%"
