Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","75.799","47,42%"
"GALICIA","MULLERES","84.032","52,58%"

"A.S. A CORUÑA E CEE","HOMES","17.823","47,47%"
"A.S. A CORUÑA E CEE","MULLERES","19.725","52,53%"
"A.S. FERROL","HOMES","4.979","46,74%"
"A.S. FERROL","MULLERES","5.673","53,26%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.441","47,45%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.348","52,55%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.526","46,94%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.636","53,06%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.718","47,53%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.625","52,47%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.647","47,91%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.574","52,09%"
"A.S. VIGO","HOMES","16.665","47,46%"
"A.S. VIGO","MULLERES","18.451","52,54%"
