Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.140","45,18%"
"GALICIA","MULLERES","207.658","54,82%"

"A.S. A CORUÑA E CEE","HOMES","37.905","44,83%"
"A.S. A CORUÑA E CEE","MULLERES","46.644","55,17%"
"A.S. FERROL","HOMES","12.384","44,61%"
"A.S. FERROL","MULLERES","15.377","55,39%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.297","44,75%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.827","55,25%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.618","44,3%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.923","55,7%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.361","45,41%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.276","54,59%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.573","45,8%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.712","54,2%"
"A.S. VIGO","HOMES","38.887","45,93%"
"A.S. VIGO","MULLERES","45.770","54,07%"
"SEN A.S. ASIGNADA","HOMES","115","47,13%"
"SEN A.S. ASIGNADA","MULLERES","129","52,87%"
