Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","154.066","45,17%"
"GALICIA","MULLERES","187.034","54,83%"

"A.S. A CORUÑA E CEE","HOMES","33.608","45,04%"
"A.S. A CORUÑA E CEE","MULLERES","41.005","54,96%"
"A.S. FERROL","HOMES","10.653","44,65%"
"A.S. FERROL","MULLERES","13.206","55,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","16.924","44,25%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","21.323","55,75%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","18.544","44,15%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","23.459","55,85%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","17.786","45,37%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","21.413","54,63%"
"A.S. SANTIAGO E BARBANZA","HOMES","20.428","45,82%"
"A.S. SANTIAGO E BARBANZA","MULLERES","24.153","54,18%"
"A.S. VIGO","HOMES","36.046","45,95%"
"A.S. VIGO","MULLERES","42.395","54,05%"
"SEN A.S. ASIGNADA","HOMES","77","49,04%"
"SEN A.S. ASIGNADA","MULLERES","80","50,96%"
