Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","55.533","46,83%"
"GALICIA","MULLERES","63.047","53,17%"

"A.S. A CORUÑA E CEE","HOMES","13.113","46,99%"
"A.S. A CORUÑA E CEE","MULLERES","14.791","53,01%"
"A.S. FERROL","HOMES","3.801","45,82%"
"A.S. FERROL","MULLERES","4.494","54,18%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.886","46,86%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.675","53,14%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.686","46,37%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.733","53,63%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","6.373","47,23%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","7.120","52,77%"
"A.S. SANTIAGO E BARBANZA","HOMES","8.206","47,45%"
"A.S. SANTIAGO E BARBANZA","MULLERES","9.089","52,55%"
"A.S. VIGO","HOMES","11.468","46,59%"
"A.S. VIGO","MULLERES","13.145","53,41%"
