Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","162.215","44,97%"
"GALICIA","MULLERES","198.471","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.675","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","44.066","55,26%"
"A.S. FERROL","HOMES","11.499","44,32%"
"A.S. FERROL","MULLERES","14.446","55,68%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.005","44,3%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.634","55,7%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.612","43,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.034","56,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.577","45,18%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.541","54,82%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.347","45,64%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.428","54,36%"
"A.S. VIGO","HOMES","37.376","45,82%"
"A.S. VIGO","MULLERES","44.189","54,18%"
"SEN A.S. ASIGNADA","HOMES","124","48,25%"
"SEN A.S. ASIGNADA","MULLERES","133","51,75%"
