Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","78.933","47,47%"
"GALICIA","MULLERES","87.355","52,53%"

"A.S. A CORUÑA E CEE","HOMES","18.299","47,45%"
"A.S. A CORUÑA E CEE","MULLERES","20.267","52,55%"
"A.S. FERROL","HOMES","5.159","46,81%"
"A.S. FERROL","MULLERES","5.862","53,19%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.737","47,46%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.673","52,54%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","9.301","47,13%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","10.435","52,87%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","9.007","47,52%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.946","52,48%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.919","48%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.829","52%"
"A.S. VIGO","HOMES","17.511","47,51%"
"A.S. VIGO","MULLERES","19.343","52,49%"
