Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","166.503","45,05%"
"GALICIA","MULLERES","203.052","54,95%"

"A.S. A CORUÑA E CEE","HOMES","36.754","44,75%"
"A.S. A CORUÑA E CEE","MULLERES","45.372","55,25%"
"A.S. FERROL","HOMES","11.980","44,47%"
"A.S. FERROL","MULLERES","14.962","55,53%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.596","44,5%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.191","55,5%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.092","44,09%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.483","55,91%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.953","45,25%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.936","54,75%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.937","45,69%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.073","54,31%"
"A.S. VIGO","HOMES","38.072","45,88%"
"A.S. VIGO","MULLERES","44.902","54,12%"
"SEN A.S. ASIGNADA","HOMES","119","47,22%"
"SEN A.S. ASIGNADA","MULLERES","133","52,78%"
