Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.955","45,2%"
"GALICIA","MULLERES","208.459","54,8%"

"A.S. A CORUÑA E CEE","HOMES","38.138","44,85%"
"A.S. A CORUÑA E CEE","MULLERES","46.906","55,15%"
"A.S. FERROL","HOMES","12.433","44,64%"
"A.S. FERROL","MULLERES","15.421","55,36%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.432","44,78%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.958","55,22%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.736","44,38%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.989","55,62%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.380","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.290","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.732","45,86%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.838","54,14%"
"A.S. VIGO","HOMES","38.993","45,92%"
"A.S. VIGO","MULLERES","45.927","54,08%"
"SEN A.S. ASIGNADA","HOMES","111","46,06%"
"SEN A.S. ASIGNADA","MULLERES","130","53,94%"
