Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","76.222","47,42%"
"GALICIA","MULLERES","84.502","52,58%"

"A.S. A CORUÑA E CEE","HOMES","17.931","47,47%"
"A.S. A CORUÑA E CEE","MULLERES","19.842","52,53%"
"A.S. FERROL","HOMES","5.027","46,81%"
"A.S. FERROL","MULLERES","5.713","53,19%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.475","47,45%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.386","52,55%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.625","46,94%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.749","53,06%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.744","47,5%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.663","52,5%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.691","47,91%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.625","52,09%"
"A.S. VIGO","HOMES","16.729","47,45%"
"A.S. VIGO","MULLERES","18.524","52,55%"
