Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","160.657","44,97%"
"GALICIA","MULLERES","196.590","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.221","44,72%"
"A.S. A CORUÑA E CEE","MULLERES","43.540","55,28%"
"A.S. FERROL","HOMES","11.334","44,31%"
"A.S. FERROL","MULLERES","14.245","55,69%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.840","44,27%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.460","55,73%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.417","43,94%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.772","56,06%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.426","45,19%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.352","54,81%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.177","45,63%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.238","54,37%"
"A.S. VIGO","HOMES","37.121","45,84%"
"A.S. VIGO","MULLERES","43.852","54,16%"
"SEN A.S. ASIGNADA","HOMES","121","48,02%"
"SEN A.S. ASIGNADA","MULLERES","131","51,98%"
