Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","173.021","45,23%"
"GALICIA","MULLERES","209.474","54,77%"

"A.S. A CORUÑA E CEE","HOMES","38.422","44,88%"
"A.S. A CORUÑA E CEE","MULLERES","47.189","55,12%"
"A.S. FERROL","HOMES","12.497","44,65%"
"A.S. FERROL","MULLERES","15.493","55,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.640","44,89%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.113","55,11%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.859","44,43%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.087","55,57%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.462","45,44%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.366","54,56%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.892","45,91%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.972","54,09%"
"A.S. VIGO","HOMES","39.140","45,9%"
"A.S. VIGO","MULLERES","46.127","54,1%"
"SEN A.S. ASIGNADA","HOMES","109","46,19%"
"SEN A.S. ASIGNADA","MULLERES","127","53,81%"
