Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.299","45,18%"
"GALICIA","MULLERES","207.808","54,82%"

"A.S. A CORUÑA E CEE","HOMES","37.944","44,84%"
"A.S. A CORUÑA E CEE","MULLERES","46.679","55,16%"
"A.S. FERROL","HOMES","12.398","44,63%"
"A.S. FERROL","MULLERES","15.382","55,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.314","44,74%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.855","55,26%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.636","44,3%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.946","55,7%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.385","45,46%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.261","54,54%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.609","45,82%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.733","54,18%"
"A.S. VIGO","HOMES","38.899","45,91%"
"A.S. VIGO","MULLERES","45.822","54,09%"
"SEN A.S. ASIGNADA","HOMES","114","46,72%"
"SEN A.S. ASIGNADA","MULLERES","130","53,28%"
