Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","166.903","45,07%"
"GALICIA","MULLERES","203.442","54,93%"

"A.S. A CORUÑA E CEE","HOMES","36.813","44,75%"
"A.S. A CORUÑA E CEE","MULLERES","45.458","55,25%"
"A.S. FERROL","HOMES","12.017","44,49%"
"A.S. FERROL","MULLERES","14.994","55,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.643","44,5%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.248","55,5%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.173","44,12%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.545","55,88%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.996","45,27%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.967","54,73%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.005","45,73%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.118","54,27%"
"A.S. VIGO","HOMES","38.138","45,88%"
"A.S. VIGO","MULLERES","44.979","54,12%"
"SEN A.S. ASIGNADA","HOMES","118","47,01%"
"SEN A.S. ASIGNADA","MULLERES","133","52,99%"
