Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","49.796","46,44%"
"GALICIA","MULLERES","57.424","53,56%"

"A.S. A CORUÑA E CEE","HOMES","11.894","46,75%"
"A.S. A CORUÑA E CEE","MULLERES","13.550","53,25%"
"A.S. FERROL","HOMES","3.578","45,67%"
"A.S. FERROL","MULLERES","4.257","54,33%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.310","46,6%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.084","53,4%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.094","45,82%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.206","54,18%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.547","46,77%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.314","53,23%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.465","46,97%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.429","53,03%"
"A.S. VIGO","HOMES","9.908","46,1%"
"A.S. VIGO","MULLERES","11.584","53,9%"
