Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","50.275","46,45%"
"GALICIA","MULLERES","57.967","53,55%"

"A.S. A CORUÑA E CEE","HOMES","12.003","46,72%"
"A.S. A CORUÑA E CEE","MULLERES","13.686","53,28%"
"A.S. FERROL","HOMES","3.593","45,71%"
"A.S. FERROL","MULLERES","4.268","54,29%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.343","46,6%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.122","53,4%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.142","45,89%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.243","54,11%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.622","46,76%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.402","53,24%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.496","46,95%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.471","53,05%"
"A.S. VIGO","HOMES","10.076","46,11%"
"A.S. VIGO","MULLERES","11.775","53,89%"
