Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","75.739","47,42%"
"GALICIA","MULLERES","83.968","52,58%"

"A.S. A CORUÑA E CEE","HOMES","17.808","47,47%"
"A.S. A CORUÑA E CEE","MULLERES","19.707","52,53%"
"A.S. FERROL","HOMES","4.977","46,74%"
"A.S. FERROL","MULLERES","5.672","53,26%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.437","47,46%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.341","52,54%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.518","46,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.631","53,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.699","47,51%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.610","52,49%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.645","47,92%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.568","52,08%"
"A.S. VIGO","HOMES","16.655","47,46%"
"A.S. VIGO","MULLERES","18.439","52,54%"
