Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","73.178","47,46%"
"GALICIA","MULLERES","81.027","52,54%"

"A.S. A CORUÑA E CEE","HOMES","17.193","47,53%"
"A.S. A CORUÑA E CEE","MULLERES","18.983","52,47%"
"A.S. FERROL","HOMES","4.883","46,73%"
"A.S. FERROL","MULLERES","5.566","53,27%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","7.905","47,47%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","8.746","52,53%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.217","47%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.265","53%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.561","47,56%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.438","52,44%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.221","47,89%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.120","52,11%"
"A.S. VIGO","HOMES","16.198","47,49%"
"A.S. VIGO","MULLERES","17.909","52,51%"
