Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","139.296","46,08%"
"GALICIA","MULLERES","162.990","53,92%"

"A.S. A CORUÑA E CEE","HOMES","30.254","46,1%"
"A.S. A CORUÑA E CEE","MULLERES","35.369","53,9%"
"A.S. FERROL","HOMES","9.161","45,92%"
"A.S. FERROL","MULLERES","10.789","54,08%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","15.151","45,45%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","18.181","54,55%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","16.610","45,07%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","20.245","54,93%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","16.300","46,17%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","19.002","53,83%"
"A.S. SANTIAGO E BARBANZA","HOMES","18.538","46,46%"
"A.S. SANTIAGO E BARBANZA","MULLERES","21.367","53,54%"
"A.S. VIGO","HOMES","33.251","46,66%"
"A.S. VIGO","MULLERES","38.011","53,34%"
"SEN A.S. ASIGNADA","HOMES","31","54,39%"
"SEN A.S. ASIGNADA","MULLERES","26","45,61%"
