Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","156.102","45,08%"
"GALICIA","MULLERES","190.152","54,92%"

"A.S. A CORUÑA E CEE","HOMES","34.096","44,91%"
"A.S. A CORUÑA E CEE","MULLERES","41.825","55,09%"
"A.S. FERROL","HOMES","10.862","44,53%"
"A.S. FERROL","MULLERES","13.533","55,47%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.181","44,22%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","21.669","55,78%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","18.790","44,06%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","23.854","55,94%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","17.984","45,32%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","21.701","54,68%"
"A.S. SANTIAGO E BARBANZA","HOMES","20.645","45,72%"
"A.S. SANTIAGO E BARBANZA","MULLERES","24.512","54,28%"
"A.S. VIGO","HOMES","36.457","45,9%"
"A.S. VIGO","MULLERES","42.970","54,1%"
"SEN A.S. ASIGNADA","HOMES","87","49,71%"
"SEN A.S. ASIGNADA","MULLERES","88","50,29%"
