Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","168.794","45,11%"
"GALICIA","MULLERES","205.359","54,89%"

"A.S. A CORUÑA E CEE","HOMES","37.317","44,79%"
"A.S. A CORUÑA E CEE","MULLERES","46.003","55,21%"
"A.S. FERROL","HOMES","12.187","44,54%"
"A.S. FERROL","MULLERES","15.176","55,46%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.892","44,55%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.514","55,45%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.345","44,2%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.685","55,8%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.181","45,36%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.102","54,64%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.285","45,77%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.406","54,23%"
"A.S. VIGO","HOMES","38.472","45,9%"
"A.S. VIGO","MULLERES","45.342","54,1%"
"SEN A.S. ASIGNADA","HOMES","115","46,75%"
"SEN A.S. ASIGNADA","MULLERES","131","53,25%"
