Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","27.530","45,84%"
"GALICIA","MULLERES","32.523","54,16%"

"A.S. A CORUÑA E CEE","HOMES","6.017","46,21%"
"A.S. A CORUÑA E CEE","MULLERES","7.004","53,79%"
"A.S. FERROL","HOMES","1.759","44,95%"
"A.S. FERROL","MULLERES","2.154","55,05%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","3.158","45,77%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","3.742","54,23%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.703","44,93%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","4.538","55,07%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","3.034","45,78%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","3.593","54,22%"
"A.S. SANTIAGO E BARBANZA","HOMES","4.366","46,95%"
"A.S. SANTIAGO E BARBANZA","MULLERES","4.933","53,05%"
"A.S. VIGO","HOMES","5.493","45,58%"
"A.S. VIGO","MULLERES","6.559","54,42%"
