Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","167.442","45,09%"
"GALICIA","MULLERES","203.946","54,91%"

"A.S. A CORUÑA E CEE","HOMES","36.981","44,77%"
"A.S. A CORUÑA E CEE","MULLERES","45.613","55,23%"
"A.S. FERROL","HOMES","12.058","44,49%"
"A.S. FERROL","MULLERES","15.043","55,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.720","44,58%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.273","55,42%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.232","44,16%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.581","55,84%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.045","45,3%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.001","54,7%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.069","45,72%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.206","54,28%"
"A.S. VIGO","HOMES","38.220","45,87%"
"A.S. VIGO","MULLERES","45.097","54,13%"
"SEN A.S. ASIGNADA","HOMES","117","46,99%"
"SEN A.S. ASIGNADA","MULLERES","132","53,01%"
