Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","161.678","44,97%"
"GALICIA","MULLERES","197.857","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.502","44,72%"
"A.S. A CORUÑA E CEE","MULLERES","43.882","55,28%"
"A.S. FERROL","HOMES","11.450","44,3%"
"A.S. FERROL","MULLERES","14.399","55,7%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.951","44,29%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.580","55,71%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.565","43,95%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.955","56,05%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.547","45,19%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.496","54,81%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.281","45,62%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.367","54,38%"
"A.S. VIGO","HOMES","37.258","45,83%"
"A.S. VIGO","MULLERES","44.046","54,17%"
"SEN A.S. ASIGNADA","HOMES","124","48,44%"
"SEN A.S. ASIGNADA","MULLERES","132","51,56%"
