Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","50.765","46,47%"
"GALICIA","MULLERES","58.475","53,53%"

"A.S. A CORUÑA E CEE","HOMES","12.097","46,71%"
"A.S. A CORUÑA E CEE","MULLERES","13.800","53,29%"
"A.S. FERROL","HOMES","3.610","45,74%"
"A.S. FERROL","MULLERES","4.283","54,26%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.379","46,6%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.165","53,4%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.186","45,91%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.288","54,09%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.699","46,78%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.483","53,22%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.557","46,98%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.528","53,02%"
"A.S. VIGO","HOMES","10.237","46,19%"
"A.S. VIGO","MULLERES","11.928","53,81%"
