Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","163.042","44,97%"
"GALICIA","MULLERES","199.478","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.911","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","44.355","55,26%"
"A.S. FERROL","HOMES","11.600","44,27%"
"A.S. FERROL","MULLERES","14.600","55,73%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.099","44,3%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.757","55,7%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.691","43,96%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.107","56,04%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.673","45,21%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.626","54,79%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.419","45,62%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.533","54,38%"
"A.S. VIGO","HOMES","37.526","45,82%"
"A.S. VIGO","MULLERES","44.366","54,18%"
"SEN A.S. ASIGNADA","HOMES","123","47,86%"
"SEN A.S. ASIGNADA","MULLERES","134","52,14%"
