Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","168.337","45,1%"
"GALICIA","MULLERES","204.916","54,9%"

"A.S. A CORUÑA E CEE","HOMES","37.227","44,78%"
"A.S. A CORUÑA E CEE","MULLERES","45.915","55,22%"
"A.S. FERROL","HOMES","12.124","44,48%"
"A.S. FERROL","MULLERES","15.136","55,52%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.808","44,57%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.394","55,43%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.308","44,17%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.674","55,83%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.154","45,35%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.079","54,65%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.195","45,75%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.323","54,25%"
"A.S. VIGO","HOMES","38.406","45,9%"
"A.S. VIGO","MULLERES","45.263","54,1%"
"SEN A.S. ASIGNADA","HOMES","115","46,56%"
"SEN A.S. ASIGNADA","MULLERES","132","53,44%"
