Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","162.906","44,97%"
"GALICIA","MULLERES","199.320","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.883","44,74%"
"A.S. A CORUÑA E CEE","MULLERES","44.317","55,26%"
"A.S. FERROL","HOMES","11.585","44,27%"
"A.S. FERROL","MULLERES","14.584","55,73%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.080","44,31%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.726","55,69%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.673","43,94%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.095","56,06%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.653","45,2%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.613","54,8%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.404","45,62%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.515","54,38%"
"A.S. VIGO","HOMES","37.505","45,83%"
"A.S. VIGO","MULLERES","44.336","54,17%"
"SEN A.S. ASIGNADA","HOMES","123","47,86%"
"SEN A.S. ASIGNADA","MULLERES","134","52,14%"
