Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","156.618","45,07%"
"GALICIA","MULLERES","190.896","54,93%"

"A.S. A CORUÑA E CEE","HOMES","34.207","44,89%"
"A.S. A CORUÑA E CEE","MULLERES","41.991","55,11%"
"A.S. FERROL","HOMES","10.909","44,52%"
"A.S. FERROL","MULLERES","13.595","55,48%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.243","44,23%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","21.745","55,77%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","18.870","44,06%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","23.956","55,94%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.040","45,3%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","21.781","54,7%"
"A.S. SANTIAGO E BARBANZA","HOMES","20.713","45,67%"
"A.S. SANTIAGO E BARBANZA","MULLERES","24.636","54,33%"
"A.S. VIGO","HOMES","36.549","45,89%"
"A.S. VIGO","MULLERES","43.098","54,11%"
"SEN A.S. ASIGNADA","HOMES","87","48,07%"
"SEN A.S. ASIGNADA","MULLERES","94","51,93%"
