Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","38.560","46,14%"
"GALICIA","MULLERES","45.017","53,86%"

"A.S. A CORUÑA E CEE","HOMES","8.760","46,31%"
"A.S. A CORUÑA E CEE","MULLERES","10.154","53,69%"
"A.S. FERROL","HOMES","2.684","45,69%"
"A.S. FERROL","MULLERES","3.190","54,31%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","4.230","46,2%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","4.925","53,8%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.135","45,61%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","6.123","54,39%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","4.111","46,16%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","4.795","53,84%"
"A.S. SANTIAGO E BARBANZA","HOMES","6.015","46,89%"
"A.S. SANTIAGO E BARBANZA","MULLERES","6.814","53,11%"
"A.S. VIGO","HOMES","7.625","45,82%"
"A.S. VIGO","MULLERES","9.016","54,18%"
