Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","165.606","45,04%"
"GALICIA","MULLERES","202.120","54,96%"

"A.S. A CORUÑA E CEE","HOMES","36.558","44,75%"
"A.S. A CORUÑA E CEE","MULLERES","45.143","55,25%"
"A.S. FERROL","HOMES","11.898","44,46%"
"A.S. FERROL","MULLERES","14.862","55,54%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.449","44,43%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.074","55,57%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.945","44,05%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.335","55,95%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.898","45,24%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.874","54,76%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.813","45,68%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.943","54,32%"
"A.S. VIGO","HOMES","37.924","45,87%"
"A.S. VIGO","MULLERES","44.755","54,13%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
