Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","23.080","45,6%"
"GALICIA","MULLERES","27.534","54,4%"

"A.S. A CORUÑA E CEE","HOMES","5.255","46,13%"
"A.S. A CORUÑA E CEE","MULLERES","6.137","53,87%"
"A.S. FERROL","HOMES","1.444","44,25%"
"A.S. FERROL","MULLERES","1.819","55,75%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","2.806","45,72%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","3.332","54,28%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.234","44,38%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","4.053","55,62%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","2.459","45,75%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","2.916","54,25%"
"A.S. SANTIAGO E BARBANZA","HOMES","3.370","46,6%"
"A.S. SANTIAGO E BARBANZA","MULLERES","3.862","53,4%"
"A.S. VIGO","HOMES","4.512","45,45%"
"A.S. VIGO","MULLERES","5.415","54,55%"
