Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","75.951","47,43%"
"GALICIA","MULLERES","84.193","52,57%"

"A.S. A CORUÑA E CEE","HOMES","17.853","47,47%"
"A.S. A CORUÑA E CEE","MULLERES","19.757","52,53%"
"A.S. FERROL","HOMES","5.000","46,79%"
"A.S. FERROL","MULLERES","5.685","53,21%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.457","47,46%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.364","52,54%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.565","46,96%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.672","53,04%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.720","47,5%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.639","52,5%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.664","47,9%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.597","52,1%"
"A.S. VIGO","HOMES","16.692","47,46%"
"A.S. VIGO","MULLERES","18.479","52,54%"
