Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","160.749","44,97%"
"GALICIA","MULLERES","196.699","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.244","44,72%"
"A.S. A CORUÑA E CEE","MULLERES","43.574","55,28%"
"A.S. FERROL","HOMES","11.343","44,3%"
"A.S. FERROL","MULLERES","14.260","55,7%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.846","44,27%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.466","55,73%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.434","43,95%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.782","56,05%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.449","45,2%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.368","54,8%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.183","45,62%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.248","54,38%"
"A.S. VIGO","HOMES","37.129","45,84%"
"A.S. VIGO","MULLERES","43.870","54,16%"
"SEN A.S. ASIGNADA","HOMES","121","48,02%"
"SEN A.S. ASIGNADA","MULLERES","131","51,98%"
