Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","135.019","46,34%"
"GALICIA","MULLERES","156.377","53,66%"

"A.S. A CORUÑA E CEE","HOMES","29.325","46,4%"
"A.S. A CORUÑA E CEE","MULLERES","33.869","53,6%"
"A.S. FERROL","HOMES","8.736","46,27%"
"A.S. FERROL","MULLERES","10.146","53,73%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","14.622","45,74%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","17.344","54,26%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","15.929","45,47%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","19.104","54,53%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","15.880","46,45%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","18.309","53,55%"
"A.S. SANTIAGO E BARBANZA","HOMES","17.988","46,53%"
"A.S. SANTIAGO E BARBANZA","MULLERES","20.674","53,47%"
"A.S. VIGO","HOMES","32.515","46,84%"
"A.S. VIGO","MULLERES","36.908","53,16%"
"SEN A.S. ASIGNADA","HOMES","24","51,06%"
"SEN A.S. ASIGNADA","MULLERES","23","48,94%"
