Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.489","45,19%"
"GALICIA","MULLERES","207.985","54,81%"

"A.S. A CORUÑA E CEE","HOMES","38.007","44,84%"
"A.S. A CORUÑA E CEE","MULLERES","46.746","55,16%"
"A.S. FERROL","HOMES","12.414","44,61%"
"A.S. FERROL","MULLERES","15.411","55,39%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.338","44,76%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.864","55,24%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.664","44,32%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.962","55,68%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.370","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.274","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.644","45,84%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.756","54,16%"
"A.S. VIGO","HOMES","38.940","45,93%"
"A.S. VIGO","MULLERES","45.842","54,07%"
"SEN A.S. ASIGNADA","HOMES","112","46,28%"
"SEN A.S. ASIGNADA","MULLERES","130","53,72%"
