Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","164.266","45%"
"GALICIA","MULLERES","200.804","55%"

"A.S. A CORUÑA E CEE","HOMES","36.202","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.731","55,27%"
"A.S. FERROL","HOMES","11.740","44,35%"
"A.S. FERROL","MULLERES","14.731","55,65%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.269","44,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.927","55,65%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.816","44,01%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.214","55,99%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.798","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.770","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.599","45,63%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.739","54,37%"
"A.S. VIGO","HOMES","37.721","45,85%"
"A.S. VIGO","MULLERES","44.558","54,15%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
