Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","172.383","45,21%"
"GALICIA","MULLERES","208.914","54,79%"

"A.S. A CORUÑA E CEE","HOMES","38.251","44,85%"
"A.S. A CORUÑA E CEE","MULLERES","47.034","55,15%"
"A.S. FERROL","HOMES","12.459","44,64%"
"A.S. FERROL","MULLERES","15.453","55,36%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.530","44,83%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","24.036","55,17%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.778","44,39%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","26.029","55,61%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.405","45,41%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.327","54,59%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.800","45,88%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.891","54,12%"
"A.S. VIGO","HOMES","39.049","45,9%"
"A.S. VIGO","MULLERES","46.017","54,1%"
"SEN A.S. ASIGNADA","HOMES","111","46,64%"
"SEN A.S. ASIGNADA","MULLERES","127","53,36%"
