Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.483","45,19%"
"GALICIA","MULLERES","207.981","54,81%"

"A.S. A CORUÑA E CEE","HOMES","38.009","44,85%"
"A.S. A CORUÑA E CEE","MULLERES","46.747","55,15%"
"A.S. FERROL","HOMES","12.413","44,62%"
"A.S. FERROL","MULLERES","15.409","55,38%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.336","44,76%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.867","55,24%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.661","44,32%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.962","55,68%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.369","45,42%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.274","54,58%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.644","45,84%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.755","54,16%"
"A.S. VIGO","HOMES","38.939","45,93%"
"A.S. VIGO","MULLERES","45.837","54,07%"
"SEN A.S. ASIGNADA","HOMES","112","46,28%"
"SEN A.S. ASIGNADA","MULLERES","130","53,72%"
