Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","133.803","46,39%"
"GALICIA","MULLERES","154.635","53,61%"

"A.S. A CORUÑA E CEE","HOMES","29.107","46,48%"
"A.S. A CORUÑA E CEE","MULLERES","33.522","53,52%"
"A.S. FERROL","HOMES","8.660","46,28%"
"A.S. FERROL","MULLERES","10.054","53,72%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","14.438","45,81%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","17.076","54,19%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","15.780","45,58%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","18.838","54,42%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","15.735","46,51%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","18.098","53,49%"
"A.S. SANTIAGO E BARBANZA","HOMES","17.800","46,56%"
"A.S. SANTIAGO E BARBANZA","MULLERES","20.434","53,44%"
"A.S. VIGO","HOMES","32.260","46,85%"
"A.S. VIGO","MULLERES","36.593","53,15%"
"SEN A.S. ASIGNADA","HOMES","23","53,49%"
"SEN A.S. ASIGNADA","MULLERES","20","46,51%"
