Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","171.289","45,18%"
"GALICIA","MULLERES","207.801","54,82%"

"A.S. A CORUÑA E CEE","HOMES","37.939","44,84%"
"A.S. A CORUÑA E CEE","MULLERES","46.678","55,16%"
"A.S. FERROL","HOMES","12.399","44,63%"
"A.S. FERROL","MULLERES","15.382","55,37%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","19.312","44,74%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.850","55,26%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.638","44,3%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.947","55,7%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.377","45,44%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.262","54,56%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.608","45,82%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.730","54,18%"
"A.S. VIGO","HOMES","38.902","45,92%"
"A.S. VIGO","MULLERES","45.822","54,08%"
"SEN A.S. ASIGNADA","HOMES","114","46,72%"
"SEN A.S. ASIGNADA","MULLERES","130","53,28%"
