Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","158.175","45,01%"
"GALICIA","MULLERES","193.236","54,99%"

"A.S. A CORUÑA E CEE","HOMES","34.579","44,81%"
"A.S. A CORUÑA E CEE","MULLERES","42.585","55,19%"
"A.S. FERROL","HOMES","11.080","44,38%"
"A.S. FERROL","MULLERES","13.889","55,62%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.513","44,24%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.072","55,76%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.062","43,97%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.289","56,03%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.181","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.022","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","20.902","45,66%"
"A.S. SANTIAGO E BARBANZA","MULLERES","24.876","54,34%"
"A.S. VIGO","HOMES","36.760","45,86%"
"A.S. VIGO","MULLERES","43.395","54,14%"
"NON APLICA","MULLERES","1","100%"
"SEN A.S. ASIGNADA","HOMES","98","47,8%"
"SEN A.S. ASIGNADA","MULLERES","107","52,2%"
