Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","168.537","45,11%"
"GALICIA","MULLERES","205.107","54,89%"

"A.S. A CORUÑA E CEE","HOMES","37.272","44,79%"
"A.S. A CORUÑA E CEE","MULLERES","45.947","55,21%"
"A.S. FERROL","HOMES","12.154","44,5%"
"A.S. FERROL","MULLERES","15.157","55,5%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.839","44,55%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.446","55,45%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.324","44,19%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.670","55,81%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.160","45,35%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","23.093","54,65%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.238","45,75%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.369","54,25%"
"A.S. VIGO","HOMES","38.435","45,9%"
"A.S. VIGO","MULLERES","45.294","54,1%"
"SEN A.S. ASIGNADA","HOMES","115","46,75%"
"SEN A.S. ASIGNADA","MULLERES","131","53,25%"
