Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","161.113","44,97%"
"GALICIA","MULLERES","197.141","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.370","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","43.706","55,27%"
"A.S. FERROL","HOMES","11.384","44,29%"
"A.S. FERROL","MULLERES","14.319","55,71%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.881","44,28%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.505","55,72%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.479","43,96%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.829","56,04%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.479","45,18%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.419","54,82%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.221","45,61%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.305","54,39%"
"A.S. VIGO","HOMES","37.176","45,84%"
"A.S. VIGO","MULLERES","43.927","54,16%"
"SEN A.S. ASIGNADA","HOMES","123","48,43%"
"SEN A.S. ASIGNADA","MULLERES","131","51,57%"
