Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","167.383","45,08%"
"GALICIA","MULLERES","203.896","54,92%"

"A.S. A CORUÑA E CEE","HOMES","36.958","44,77%"
"A.S. A CORUÑA E CEE","MULLERES","45.587","55,23%"
"A.S. FERROL","HOMES","12.053","44,49%"
"A.S. FERROL","MULLERES","15.041","55,51%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.719","44,58%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.275","55,42%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","20.223","44,16%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.577","55,84%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","19.042","45,29%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.998","54,71%"
"A.S. SANTIAGO E BARBANZA","HOMES","22.065","45,71%"
"A.S. SANTIAGO E BARBANZA","MULLERES","26.202","54,29%"
"A.S. VIGO","HOMES","38.206","45,87%"
"A.S. VIGO","MULLERES","45.084","54,13%"
"SEN A.S. ASIGNADA","HOMES","117","46,99%"
"SEN A.S. ASIGNADA","MULLERES","132","53,01%"
