Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","62.120","47,14%"
"GALICIA","MULLERES","69.655","52,86%"

"A.S. A CORUÑA E CEE","HOMES","14.269","47,26%"
"A.S. A CORUÑA E CEE","MULLERES","15.922","52,74%"
"A.S. FERROL","HOMES","4.093","45,94%"
"A.S. FERROL","MULLERES","4.817","54,06%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","6.570","47,23%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","7.342","52,77%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","7.440","46,73%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","8.480","53,27%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","7.427","47,45%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","8.225","52,55%"
"A.S. SANTIAGO E BARBANZA","HOMES","9.005","47,55%"
"A.S. SANTIAGO E BARBANZA","MULLERES","9.931","52,45%"
"A.S. VIGO","HOMES","13.316","47,13%"
"A.S. VIGO","MULLERES","14.938","52,87%"
