Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","162.669","44,97%"
"GALICIA","MULLERES","199.019","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.815","44,75%"
"A.S. A CORUÑA E CEE","MULLERES","44.227","55,25%"
"A.S. FERROL","HOMES","11.557","44,29%"
"A.S. FERROL","MULLERES","14.537","55,71%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.046","44,3%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.692","55,7%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.651","43,94%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.073","56,06%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.631","45,19%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.593","54,81%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.385","45,63%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.477","54,37%"
"A.S. VIGO","HOMES","37.460","45,82%"
"A.S. VIGO","MULLERES","44.287","54,18%"
"SEN A.S. ASIGNADA","HOMES","124","48,25%"
"SEN A.S. ASIGNADA","MULLERES","133","51,75%"
