Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","164.248","45%"
"GALICIA","MULLERES","200.788","55%"

"A.S. A CORUÑA E CEE","HOMES","36.201","44,73%"
"A.S. A CORUÑA E CEE","MULLERES","44.727","55,27%"
"A.S. FERROL","HOMES","11.735","44,34%"
"A.S. FERROL","MULLERES","14.729","55,66%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.269","44,35%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.925","55,65%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.813","44%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.214","56%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.796","45,22%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.768","54,78%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.598","45,63%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.736","54,37%"
"A.S. VIGO","HOMES","37.715","45,84%"
"A.S. VIGO","MULLERES","44.555","54,16%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
