Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","48.859","46,39%"
"GALICIA","MULLERES","56.470","53,61%"

"A.S. A CORUÑA E CEE","HOMES","11.677","46,64%"
"A.S. A CORUÑA E CEE","MULLERES","13.359","53,36%"
"A.S. FERROL","HOMES","3.544","45,66%"
"A.S. FERROL","MULLERES","4.217","54,34%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","5.240","46,56%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","6.014","53,44%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","6.009","45,78%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","7.118","54,22%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","5.393","46,66%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","6.164","53,34%"
"A.S. SANTIAGO E BARBANZA","HOMES","7.339","47,03%"
"A.S. SANTIAGO E BARBANZA","MULLERES","8.267","52,97%"
"A.S. VIGO","HOMES","9.657","46,01%"
"A.S. VIGO","MULLERES","11.331","53,99%"
