Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","128.401","46,58%"
"GALICIA","MULLERES","147.271","53,42%"

"A.S. A CORUÑA E CEE","HOMES","27.950","46,63%"
"A.S. A CORUÑA E CEE","MULLERES","31.985","53,37%"
"A.S. FERROL","HOMES","8.345","46,5%"
"A.S. FERROL","MULLERES","9.602","53,5%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","13.728","46,07%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","16.071","53,93%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","15.099","45,97%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","17.747","54,03%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","15.126","46,66%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","17.293","53,34%"
"A.S. SANTIAGO E BARBANZA","HOMES","17.072","46,7%"
"A.S. SANTIAGO E BARBANZA","MULLERES","19.488","53,3%"
"A.S. VIGO","HOMES","31.081","46,97%"
"A.S. VIGO","MULLERES","35.085","53,03%"
