Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","75.628","47,43%"
"GALICIA","MULLERES","83.816","52,57%"

"A.S. A CORUÑA E CEE","HOMES","17.772","47,48%"
"A.S. A CORUÑA E CEE","MULLERES","19.657","52,52%"
"A.S. FERROL","HOMES","4.973","46,75%"
"A.S. FERROL","MULLERES","5.665","53,25%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.431","47,46%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.332","52,54%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.502","46,94%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.610","53,06%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.694","47,52%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.601","52,48%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.629","47,93%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.545","52,07%"
"A.S. VIGO","HOMES","16.627","47,46%"
"A.S. VIGO","MULLERES","18.406","52,54%"
