Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","63.090","47,16%"
"GALICIA","MULLERES","70.683","52,84%"

"A.S. A CORUÑA E CEE","HOMES","14.484","47,25%"
"A.S. A CORUÑA E CEE","MULLERES","16.168","52,75%"
"A.S. FERROL","HOMES","4.147","45,96%"
"A.S. FERROL","MULLERES","4.876","54,04%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","6.673","47,25%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","7.449","52,75%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","7.522","46,79%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","8.555","53,21%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","7.548","47,46%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","8.355","52,54%"
"A.S. SANTIAGO E BARBANZA","HOMES","9.109","47,56%"
"A.S. SANTIAGO E BARBANZA","MULLERES","10.045","52,44%"
"A.S. VIGO","HOMES","13.607","47,18%"
"A.S. VIGO","MULLERES","15.235","52,82%"
