Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","26.815","45,84%"
"GALICIA","MULLERES","31.680","54,16%"

"A.S. A CORUÑA E CEE","HOMES","5.851","46,21%"
"A.S. A CORUÑA E CEE","MULLERES","6.810","53,79%"
"A.S. FERROL","HOMES","1.712","44,93%"
"A.S. FERROL","MULLERES","2.098","55,07%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","3.090","45,83%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","3.652","54,17%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","3.609","44,77%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","4.453","55,23%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","2.950","45,63%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","3.515","54,37%"
"A.S. SANTIAGO E BARBANZA","HOMES","4.235","47,05%"
"A.S. SANTIAGO E BARBANZA","MULLERES","4.766","52,95%"
"A.S. VIGO","HOMES","5.368","45,67%"
"A.S. VIGO","MULLERES","6.386","54,33%"
