Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","45.616","46,27%"
"GALICIA","MULLERES","52.979","53,73%"

"A.S. A CORUÑA E CEE","HOMES","10.630","46,52%"
"A.S. A CORUÑA E CEE","MULLERES","12.218","53,48%"
"A.S. FERROL","HOMES","3.314","45,54%"
"A.S. FERROL","MULLERES","3.963","54,46%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","4.940","46,33%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","5.723","53,67%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","5.810","45,7%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","6.904","54,3%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","4.998","46,24%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","5.810","53,76%"
"A.S. SANTIAGO E BARBANZA","HOMES","6.990","46,99%"
"A.S. SANTIAGO E BARBANZA","MULLERES","7.886","53,01%"
"A.S. VIGO","HOMES","8.934","46,03%"
"A.S. VIGO","MULLERES","10.475","53,97%"
