Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","160.892","44,97%"
"GALICIA","MULLERES","196.884","55,03%"

"A.S. A CORUÑA E CEE","HOMES","35.300","44,72%"
"A.S. A CORUÑA E CEE","MULLERES","43.629","55,28%"
"A.S. FERROL","HOMES","11.353","44,28%"
"A.S. FERROL","MULLERES","14.285","55,72%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.858","44,27%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","22.483","55,73%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.454","43,96%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","24.804","56,04%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.462","45,19%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.389","54,81%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.198","45,62%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.270","54,38%"
"A.S. VIGO","HOMES","37.145","45,84%"
"A.S. VIGO","MULLERES","43.893","54,16%"
"SEN A.S. ASIGNADA","HOMES","122","48,22%"
"SEN A.S. ASIGNADA","MULLERES","131","51,78%"
