Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","154.952","45,13%"
"GALICIA","MULLERES","188.358","54,87%"

"A.S. A CORUÑA E CEE","HOMES","33.817","44,98%"
"A.S. A CORUÑA E CEE","MULLERES","41.359","55,02%"
"A.S. FERROL","HOMES","10.733","44,58%"
"A.S. FERROL","MULLERES","13.341","55,42%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","17.041","44,24%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","21.477","55,76%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","18.645","44,13%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","23.604","55,87%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","17.869","45,36%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","21.522","54,64%"
"A.S. SANTIAGO E BARBANZA","HOMES","20.533","45,79%"
"A.S. SANTIAGO E BARBANZA","MULLERES","24.313","54,21%"
"A.S. VIGO","HOMES","36.233","45,93%"
"A.S. VIGO","MULLERES","42.660","54,07%"
"SEN A.S. ASIGNADA","HOMES","81","49,69%"
"SEN A.S. ASIGNADA","MULLERES","82","50,31%"
