Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","75.542","47,44%"
"GALICIA","MULLERES","83.708","52,56%"

"A.S. A CORUÑA E CEE","HOMES","17.755","47,5%"
"A.S. A CORUÑA E CEE","MULLERES","19.622","52,5%"
"A.S. FERROL","HOMES","4.972","46,75%"
"A.S. FERROL","MULLERES","5.663","53,25%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","8.414","47,47%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","9.310","52,53%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","8.487","46,95%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","9.589","53,05%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","8.694","47,54%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","9.595","52,46%"
"A.S. SANTIAGO E BARBANZA","HOMES","10.625","47,93%"
"A.S. SANTIAGO E BARBANZA","MULLERES","11.543","52,07%"
"A.S. VIGO","HOMES","16.595","47,44%"
"A.S. VIGO","MULLERES","18.386","52,56%"
