Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","165.424","45,03%"
"GALICIA","MULLERES","201.958","54,97%"

"A.S. A CORUÑA E CEE","HOMES","36.515","44,75%"
"A.S. A CORUÑA E CEE","MULLERES","45.090","55,25%"
"A.S. FERROL","HOMES","11.878","44,46%"
"A.S. FERROL","MULLERES","14.841","55,54%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","18.413","44,4%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","23.056","55,6%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","19.930","44,04%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","25.326","55,96%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","18.881","45,24%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","22.857","54,76%"
"A.S. SANTIAGO E BARBANZA","HOMES","21.786","45,67%"
"A.S. SANTIAGO E BARBANZA","MULLERES","25.914","54,33%"
"A.S. VIGO","HOMES","37.900","45,86%"
"A.S. VIGO","MULLERES","44.740","54,14%"
"SEN A.S. ASIGNADA","HOMES","121","47,45%"
"SEN A.S. ASIGNADA","MULLERES","134","52,55%"
