Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","92.107","47,6%"
"GALICIA","MULLERES","101.380","52,4%"

"A.S. A CORUÑA E CEE","HOMES","20.284","47,54%"
"A.S. A CORUÑA E CEE","MULLERES","22.386","52,46%"
"A.S. FERROL","HOMES","5.851","47,47%"
"A.S. FERROL","MULLERES","6.475","52,53%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","9.749","47,69%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","10.695","52,31%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","11.203","47,34%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","12.463","52,66%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","10.958","47,65%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","12.037","52,35%"
"A.S. SANTIAGO E BARBANZA","HOMES","12.148","47,74%"
"A.S. SANTIAGO E BARBANZA","MULLERES","13.296","52,26%"
"A.S. VIGO","HOMES","21.914","47,7%"
"A.S. VIGO","MULLERES","24.028","52,3%"
