Area_Sanitaria,Genero,Personas_Infectadas,Porcentaje
"GALICIA","HOMES","116.319","47,07%"
"GALICIA","MULLERES","130.786","52,93%"

"A.S. A CORUÑA E CEE","HOMES","25.101","47,12%"
"A.S. A CORUÑA E CEE","MULLERES","28.164","52,88%"
"A.S. FERROL","HOMES","7.682","46,87%"
"A.S. FERROL","MULLERES","8.707","53,13%"
"A.S. LUGO, A MARIÑA E MONFORTE","HOMES","12.184","46,85%"
"A.S. LUGO, A MARIÑA E MONFORTE","MULLERES","13.825","53,15%"
"A.S. OURENSE, VERÍN E O BARCO","HOMES","13.772","46,61%"
"A.S. OURENSE, VERÍN E O BARCO","MULLERES","15.774","53,39%"
"A.S. PONTEVEDRA E O SALNÉS","HOMES","13.829","47,19%"
"A.S. PONTEVEDRA E O SALNÉS","MULLERES","15.474","52,81%"
"A.S. SANTIAGO E BARBANZA","HOMES","15.440","47,14%"
"A.S. SANTIAGO E BARBANZA","MULLERES","17.316","52,86%"
"A.S. VIGO","HOMES","28.311","47,31%"
"A.S. VIGO","MULLERES","31.526","52,69%"
